nan,1.861805194080730143e+04,1.007940000000000058e+00,2.012999999999999901e+01,nan,1.000000000000000000e+00,3.100000000000000000e+01,8.989999999999999380e-02,6.667929999999999691e-01,7.279999999999999716e+01,2.200000000000000178e+00,1.359844299999999961e+01,5.999999999999999778e-02,7.852999999999999758e+00,-3.331290764999999876e+00,2.365120548999999794e+00,2.979865165000000093e+00,0.000000000000000000e+00,6.615000000000000213e+00,nan,nan,1.430400000000000027e+01,2.883599999999999852e+01,5.999999999999999778e-02,3.202000000000000313e+01,1.359844299999999961e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.400999999999999979e+01,9.200000000000000000e+01,nan,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,6.667929999999999691e-01,1.000000000000000000e+00,nan,1.940000000000000000e+02,nan,nan,nan,nan,1.250000000000000000e+00,1.500000000000000000e+00,5.200000000000000178e+00
nan,3.723603556334519817e+04,4.002602000000000437e+00,4.070000000000000284e+00,nan,1.800000000000000000e+01,2.800000000000000000e+01,1.784999999999999920e-01,2.050521999999999900e-01,0.000000000000000000e+00,nan,2.458738699999999966e+01,nan,1.809799999999999898e+01,1.135399999999999951e-03,2.908733087999999967e+00,3.664774045999999785e+00,0.000000000000000000e+00,1.230499999999999972e+01,3.200000000000000000e+03,3.900000000000000000e+03,5.129999999999999893e+00,2.078600000000000136e+01,nan,1.907999999999999829e+01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,nan,9.800000000000000000e+01,nan,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,nan,2.050521999999999900e-01,1.000000000000000000e+00,nan,2.250000000000000000e+02,nan,nan,nan,nan,nan,nan,nan
nan,2.154405807987529897e+01,6.940999999999999837e+00,1.615000000000000000e+03,1.100000000000000000e+01,1.000000000000000000e+00,1.280000000000000000e+02,5.350000000000000000e+02,2.433500000000000085e+01,5.960000000000000142e+01,9.799999999999999822e-01,5.391719000000000150e+00,3.000000000000000000e+00,0.000000000000000000e+00,-1.869886909999999958e+00,3.213570837999999874e+00,4.048845544999999824e+00,0.000000000000000000e+00,1.659333333329999860e+01,2.900000000000000000e+03,4.200000000000000000e+03,3.581999999999999851e+00,2.485999999999999943e+01,3.000000000000000000e+00,2.162999999999999901e+01,nan,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.536899999999999977e+02,1.000000000000000000e+00,1.520000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.433500000000000085e+01,2.000000000000000000e+00,4.200000000000000178e+00,2.290000000000000000e+02,nan,6.250000000000000000e-01,3.599999999999999867e-01,9.849999999999999867e-01,1.610000000000000098e+00,9.799999999999999822e-01,2.850000000000000089e+00
nan,8.098176455449790367e+00,9.012181999999999249e+00,2.743000000000000000e+03,1.300000000000000000e+02,2.000000000000000000e+00,9.600000000000000000e+01,1.848000000000000000e+03,5.599999999999999645e+00,0.000000000000000000e+00,1.570000000000000062e+00,9.322699999999999321e+00,7.894999999999999574e+00,0.000000000000000000e+00,-3.755038695000000093e+00,2.508239480999999937e+00,3.160183721000000112e+00,0.000000000000000000e+00,7.889999999999999680e+00,8.000000000000000000e+03,4.000000000000000000e+03,1.824999999999999956e+00,1.644300000000000139e+01,7.894999999999999574e+00,8.109999999999999432e+00,nan,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.560000000000000000e+03,6.700000000000000000e+01,1.120000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,5.599999999999999645e+00,2.000000000000000000e+00,1.320000000000000000e+02,1.940000000000000000e+02,nan,4.400000000000000022e-01,2.000000000000000111e-01,6.400000000000000133e-01,1.080000000000000071e+00,1.669999999999999929e+00,5.049999999999999822e+00
nan,7.297767265284740290e+00,1.081099999999999994e+01,4.273000000000000000e+03,3.200000000000000000e+02,1.300000000000000000e+01,8.400000000000000000e+01,2.460000000000000000e+03,3.029999999999999805e+00,2.669999999999999929e+01,2.040000000000000036e+00,8.298019999999999285e+00,5.020000000000000284e+01,1.524000000000000021e+00,-6.677698154169999789e+00,2.429779428999999880e+00,3.061330249000000059e+00,0.000000000000000000e+00,7.172500000000000320e+00,2.900000000000000000e+03,2.000000000000000000e+03,1.026000000000000023e+00,1.108699999999999974e+01,5.020000000000000284e+01,7.750000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.348000000000000000e+03,7.200000000000000000e+01,8.800000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,3.029999999999999805e+00,2.000000000000000000e+00,nan,1.660000000000000000e+02,nan,3.150000000000000022e-01,1.650000000000000078e-01,4.799999999999999822e-01,7.950000000000000400e-01,1.750000000000000000e+00,5.299999999999999822e+00
nan,8.825089715291719372e+00,1.201069999999999993e+01,4.300000000000000000e+03,3.300000000000000000e+01,1.400000000000000000e+01,7.600000000000000000e+01,2.260000000000000000e+03,1.669999999999999929e+00,1.539000000000000057e+02,2.549999999999999822e+00,1.126030000000000086e+01,1.174000000000000057e+02,4.496000000000000441e+00,-9.209713654999999832e+00,2.242692341000000145e+00,2.825615288999999919e+00,0.000000000000000000e+00,5.639999999999999680e+00,5.000000000000000000e+02,5.000000000000000000e+02,7.089999999999999636e-01,8.516999999999999460e+00,1.174000000000000057e+02,5.669999999999999929e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.823000000000000000e+03,7.700000000000000000e+01,7.700000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,nan,1.669999999999999929e+00,2.000000000000000000e+00,nan,1.940000000000000000e+02,nan,2.500000000000000000e-01,1.400000000000000133e-01,3.900000000000000133e-01,6.400000000000000133e-01,1.770000000000000018e+00,6.240000000000000213e+00
nan,1.859249896661880121e+04,1.400670000000000037e+01,7.720999999999999375e+01,nan,1.500000000000000000e+01,7.100000000000000000e+01,1.250999999999999890e+00,1.100000000000000089e+00,7.000000000000000000e+00,3.040000000000000036e+00,1.453410000000000046e+01,3.549999999999999822e-01,6.437000000000000277e+00,-8.211441210000000268e+00,3.091182016999999949e+00,3.894645291999999870e+00,0.000000000000000000e+00,1.476875000000000071e+01,1.300000000000000000e+03,5.000000000000000000e+02,1.040000000000000036e+00,2.912399999999999878e+01,3.549999999999999822e-01,2.267999999999999972e+01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.304999999999999716e+01,8.200000000000000000e+01,7.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,nan,1.100000000000000089e+00,2.000000000000000000e+00,nan,1.940000000000000000e+02,nan,2.099999999999999922e-01,1.199999999999999956e-01,3.300000000000000155e-01,5.400000000000000355e-01,1.649999999999999911e+00,6.860000000000000320e+00
nan,1.859219716648940084e+04,1.599939999999999962e+01,9.009999999999999432e+01,nan,1.600000000000000000e+01,6.600000000000000000e+01,1.429000000000000048e+00,8.020000000000000462e-01,1.410000000000000000e+02,3.439999999999999947e+00,1.361805000000000021e+01,2.200000000000000011e-01,0.000000000000000000e+00,-4.756791905000000042e+00,2.630893787000000206e+00,3.314718462000000088e+00,0.000000000000000000e+00,9.105000000000000426e+00,5.000000000000000000e+02,5.000000000000000000e+02,9.180000000000000382e-01,2.937800000000000011e+01,2.200000000000000011e-01,1.735999999999999943e+01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.479999999999999716e+01,8.700000000000000000e+01,6.400000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,8.020000000000000462e-01,2.000000000000000000e+00,nan,1.200000000000000000e+01,nan,1.799999999999999933e-01,1.049999999999999961e-01,2.849999999999999756e-01,4.650000000000000244e-01,nan,nan
nan,1.860160856732859975e+04,1.899840319999999849e+01,8.487999999999999545e+01,nan,1.700000000000000000e+01,5.700000000000000000e+01,1.695999999999999952e+00,5.570000000000000506e-01,3.280000000000000000e+02,3.979999999999999982e+00,1.742279999999999873e+01,2.550000000000000044e-01,1.969999999999999973e+00,-1.698060957500000079e+00,2.687689729000000138e+00,3.386276865000000136e+00,0.000000000000000000e+00,9.707499999999999574e+00,1.500000000000000000e+03,1.500000000000000000e+03,8.239999999999999547e-01,3.130399999999999849e+01,2.550000000000000044e-01,1.642000000000000171e+01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.350000000000000000e+01,9.300000000000000000e+01,nan,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,-1.000000000000000000e+00,5.570000000000000506e-01,2.000000000000000000e+00,nan,1.500000000000000000e+01,nan,1.549999999999999989e-01,9.500000000000000111e-02,2.500000000000000000e-01,4.050000000000000266e-01,nan,nan
nan,3.723218568950879853e+04,2.017909999999999826e+01,2.692000000000000171e+01,nan,1.800000000000000000e+01,5.800000000000000000e+01,9.000000000000000222e-01,3.943200000000000038e-01,0.000000000000000000e+00,nan,2.156454000000000093e+01,1.640000000000000069e-01,1.308799999999999919e+01,9.403567000000000176e-02,2.934893568000000119e+00,3.697734185999999923e+00,0.000000000000000000e+00,1.264000000000000057e+01,nan,nan,1.030000000000000027e+00,2.078600000000000136e+01,1.640000000000000069e-01,2.308999999999999986e+01,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.455999999999999872e+01,9.900000000000000000e+01,nan,0.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,nan,3.943200000000000038e-01,2.000000000000000000e+00,nan,2.250000000000000000e+02,nan,1.400000000000000133e-01,8.000000000000000167e-02,2.200000000000000011e-01,3.599999999999999867e-01,nan,nan
